question_id,context_mode,status,claim_coverage,exact_precision,page_precision,semantic_precision,citation_recall,distractors,tokens,latency_ms,failure_reason
q019,oracle_gold_plus_distractors,COMPLETED,1.0,0.5,0.5,1.0,0.75,6,5557,23817.576,
q020,oracle_gold_plus_distractors,COMPLETED,0.0,0.4,0.4,0.8,0.5,6,6573,19023.848,
q021,oracle_gold_plus_distractors,COMPLETED,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,6,6254,9540.059,
q022,oracle_gold_plus_distractors,COMPLETED,0.3333333333333333,1.0,1.0,1.0,1.0,5,4907,17451.486,
q023,oracle_gold_plus_distractors,COMPLETED,0.0,1.0,1.0,1.0,0.2,4,3890,5649.136,
q024,oracle_gold_plus_distractors,COMPLETED,0.6666666666666666,0.75,0.75,1.0,0.5,5,3489,21336.714,
q025,oracle_gold_plus_distractors,COMPLETED,0.3333333333333333,0.8,0.8,1.0,0.75,5,5048,24226.737,
q026,oracle_gold_plus_distractors,COMPLETED,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,5,4675,5381.189,
q027,oracle_gold_plus_distractors,COMPLETED,1.0,1.0,1.0,1.0,0.75,6,5152,15215.504,
q028,oracle_gold_plus_distractors,COMPLETED,0.6666666666666666,0.5,0.75,1.0,0.6666666666666666,6,4200,29443.169,
q029,oracle_gold_plus_distractors,COMPLETED,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,4,4020,26678.199,
q031,oracle_gold_plus_distractors,COMPLETED,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,8,6842,12648.929,
q032,oracle_gold_plus_distractors,COMPLETED,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,7,5737,21284.195,
q033,oracle_gold_plus_distractors,COMPLETED,0.6666666666666666,1.0,1.0,1.0,0.5,6,4234,25372.477,
q034,oracle_gold_plus_distractors,COMPLETED,0.3333333333333333,0.8571428571428571,0.8571428571428571,1.0,0.6666666666666666,7,5742,54270.061,
q035,oracle_gold_plus_distractors,COMPLETED,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,8,6139,36713.091,
q036,oracle_gold_plus_distractors,COMPLETED,1.0,1.0,1.0,1.0,1.0,7,6044,7837.23,
q037,oracle_gold_plus_distractors,COMPLETED,1.0,1.0,1.0,1.0,0.3333333333333333,2,4282,16329.386,
q038,oracle_gold_plus_distractors,COMPLETED,1.0,0.5,0.5,0.75,0.5,4,3225,14384.887,
q039,oracle_gold_plus_distractors,COMPLETED,0.6666666666666666,0.5,0.5,1.0,0.4,3,3139,20843.487,
q040,oracle_gold_plus_distractors,COMPLETED,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,5,4610,14076.948,
q041,oracle_gold_plus_distractors,COMPLETED,0.6666666666666666,1.0,1.0,1.0,0.5,8,5448,4659.698,
q042,oracle_gold_plus_distractors,COMPLETED,0.6666666666666666,1.0,1.0,1.0,0.75,6,4718,21352.414,
q043,oracle_gold_plus_distractors,COMPLETED,0.3333333333333333,1.0,1.0,1.0,0.25,6,4465,13059.541,
q044,oracle_gold_plus_distractors,COMPLETED,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,7,5800,21654.273,
q045,oracle_gold_plus_distractors,COMPLETED,0.6666666666666666,0.42857142857142855,0.42857142857142855,1.0,0.6666666666666666,6,6396,27085.741,
q046,oracle_gold_plus_distractors,COMPLETED,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,5,5658,14887.84,
q047,oracle_gold_plus_distractors,COMPLETED,1.0,1.0,1.0,1.0,0.6666666666666666,6,5142,13707.204,
q048,oracle_gold_plus_distractors,COMPLETED,0.0,1.0,1.0,1.0,0.25,5,4137,5548.369,
q049,oracle_gold_plus_distractors,COMPLETED,0.0,1.0,1.0,1.0,0.2,0,1395,17204.165,
q050,oracle_gold_plus_distractors,COMPLETED,0.3333333333333333,1.0,1.0,1.0,0.4,0,1056,12080.191,
q012,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,9,6954,22107.267,
q013,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.25,9,6719,12235.049,
q014,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,0.0,0.0,0.8,0.0,8,7344,24113.876,
q015,retrieved_plus_missing_gold,COMPLETED,0.3333333333333333,0.2,1.0,1.0,0.3333333333333333,9,6725,27283.786,
q016,retrieved_plus_missing_gold,COMPLETED,0.3333333333333333,0.75,0.75,0.75,1.0,9,8458,17147.133,
q017,retrieved_plus_missing_gold,COMPLETED,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,10,7910,12116.146,
q018,retrieved_plus_missing_gold,COMPLETED,0.0,0.0,0.0,1.0,0.0,9,8237,18076.611,
q019,retrieved_plus_missing_gold,COMPLETED,0.3333333333333333,0.2,0.2,1.0,0.25,10,7140,24059.011,
q020,retrieved_plus_missing_gold,COMPLETED,1.0,0.8888888888888888,0.8888888888888888,1.0,1.0,8,8720,34888.566,
q021,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,9,8640,20187.584,
q022,retrieved_plus_missing_gold,COMPLETED,0.3333333333333333,1.0,1.0,1.0,1.0,9,8445,41952.916,
q023,retrieved_plus_missing_gold,COMPLETED,0.0,0,0,0,0.0,9,7551,3318.41,
q024,retrieved_plus_missing_gold,COMPLETED,0.0,0.0,0.0,1.0,0.0,9,6295,27377.265,
q025,retrieved_plus_missing_gold,COMPLETED,0.3333333333333333,0.42857142857142855,0.5714285714285714,1.0,0.75,9,6280,23335.57,
q026,retrieved_plus_missing_gold,COMPLETED,0.0,1.0,1.0,1.0,0.6666666666666666,8,6737,10239.752,
q027,retrieved_plus_missing_gold,COMPLETED,1.0,1.0,1.0,1.0,0.75,10,8089,16426.75,
q028,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,0.0,1.0,1.0,0.0,9,5245,16016.777,
q029,retrieved_plus_missing_gold,COMPLETED,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5,8,7848,29940.38,
q031,retrieved_plus_missing_gold,COMPLETED,0.3333333333333333,0.0,1.0,1.0,0.0,10,8081,5672.051,
q032,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,10,7695,28112.451,
q033,retrieved_plus_missing_gold,COMPLETED,0.3333333333333333,0.0,0.0,1.0,0.0,10,7104,15879.037,
q034,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,0.7777777777777778,0.7777777777777778,1.0,0.3333333333333333,10,7799,34979.813,
q035,retrieved_plus_missing_gold,COMPLETED,0.3333333333333333,0.5,0.5,1.0,0.5,10,7576,25932.15,
q036,retrieved_plus_missing_gold,COMPLETED,0.3333333333333333,1.0,1.0,1.0,0.5,9,6818,6595.694,
q037,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,8,8208,20411.599,
q038,retrieved_plus_missing_gold,COMPLETED,0.3333333333333333,0.0,0.0,1.0,0.0,8,5047,11402.696,
q039,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,0.0,0.0,1.0,0.0,8,8007,34861.496,
q040,retrieved_plus_missing_gold,COMPLETED,0.0,0.0,0.0,1.0,0.0,8,5939,5547.989,
q041,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,1.0,1.0,1.0,0.5,10,7366,11403.893,
q042,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,1.0,1.0,1.0,0.5,10,6938,15802.107,
q043,retrieved_plus_missing_gold,COMPLETED,0.0,0.0,0.0,1.0,0.0,10,7585,12529.024,
q044,retrieved_plus_missing_gold,COMPLETED,1.0,0.5714285714285714,0.5714285714285714,1.0,0.3333333333333333,10,6854,30033.11,
q045,retrieved_plus_missing_gold,COMPLETED,1.0,0.25,0.6666666666666666,1.0,1.0,9,8263,38947.521,
q046,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,8,7404,13412.271,
q047,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,9,7089,17780.754,
q048,retrieved_plus_missing_gold,COMPLETED,0.3333333333333333,1.0,1.0,1.0,0.75,9,7163,10575.453,
q049,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,0.3333333333333333,1.0,1.0,0.2,8,6576,17230.09,
q050,retrieved_plus_missing_gold,COMPLETED,0.6666666666666666,0.0,1.0,1.0,0.0,7,5078,19180.786,
